ID,Dialogue,Manipulative,Technique,Vulnerability
85518920,"Person1: Don't take it personally.
Person2: You have no right, no right to take the worst thing that's ever happened to me and make it into some kind of game.
Person1: Stop acting like you're someone special. You're just like the rest of us.
Person2: I'm not the one who's masquerading as a doctor. I'm not the one who's, who's...",1,Rationalization,
85518921,"Person1: We've got to help each other.
Person2: Even Paulie, since he got out, I hardly see him.
Person1: It's only you and me. That's what happens when you go away. We're on our own. Forget everybody.  Forget Paulie.  As long as he's on parole he doesn't want anybody doing anything.
Person2: I can't do it anymore.
Person1: Yes, you can. I've got it set up. We'll be fine. All I need is for you to keep bringing the stuff. I've got a guy in here from Pittsburgh who'll move it for me. Believe me, in a month we'll be fine. We won't need anybody.
Person2: I'm afraid. I'm afraid if Paulie finds out.
Person1: Don't worry about Paulie. Is he helping you? Is he putting food on the table? We've got to help ourselves. We just have to be careful while we do it.
Person2: I don't want to hear about her anymore.
Person1: Never.",0,,
85518922,"Person1: I'm going to let you in on a little secret here.  Now don't tell him I told you this, but this ain't the first time Morpheus thought he found the One.
Person2: Really?
Person1: You bet your ass.  It keeps him going.  Maybe it keeps all of us going.
Person2: How many were there?
Person1: Five.  Since I've been here.
Person2: What happened to them?
Person1: Dead.  All dead.
Person2: How?
Person1: Honestly.  Morpheus.  He got them all amped up believing in bullshit. I watched each of them take on an agent and I watched each of them die.  Little piece of advice",0,,
85518923,"Person1: Wow. You're a walking felony.
Person2: Thank you. Having fun?
Person1: Now I am.
Person2: I feel like we've barely spent any time together since we got here.
Person1: That's because I spend all my time with case studies and hypos.
Person2: Tell me about it. I can't imagine doing all this and Donovan's internship next year.
Person1: Elle, c'mon, there's no way you'll get the grades to qualify for one of those spots. You're not smart enough.",1,Shaming or Belittlement,
85518924,"Person1: It's important for you to know who your father was, isn't it?
Person2: Yeah, it is.",0,,
85518925,"Person1: Your uncle has been such a friend to us in every crisis.  Without his country's financial aid --
Person2: What is money?  Mrs. Teasdale, for you -- I would do anything.
Person1: Ambassador!  I am so anxious for you to meet our new dictator.
Person2: Mrs. Teasdale -- no matter who rules Freedonia, to me you will always be the first lady of the land.",0,,
85518926,"Person1: Someday you'll have a son just like you, Jeremiah. A boy who lies through his teeth, buys demonic records, and smokes the dope just like you.
Person2: If I'm anything like you, I'll deserve him.
Person1: What?!
Person2: I said, I'm sorry!
Person1: If you truly are sorry, son, then you better pray like you've never prayed before. God willed me to find those tickets because He wanted to hear from you.  He knows you need help and He wants you to ask Him for it.",1,"Shaming or Belittlement,Persuasion or Seduction",Low self-esteem
85518927,"Person1: Fucking.  She says fucking in front of an entire room of people.
Person2: I said I was sorry.
Person1: Did you hear it?",1,,
85518928,"Person1: Is it a bomb?  A booby trap?  Tell me!
Person2: Stop, please! I don't know!
Person1: Prepare a tear harness for the female...
Person2: No! I swear I don't know! Please!
Person1: Do you think I'm a fool? That the Commander does not know every bolt, every weld of his ship?",1,,
85518929,"Person1: We gotta play with more bullets.
Person2: We what?
Person1: We gotta play with more bullets, Nick. It's the only way.
Person2: More bullets in the gun?
Person1: More bullets in the gun... The trouble is that still leaves one of us with his hands tied up, so that means we gotta play each other.
Person2: With more bullets?... Against each other?... Are you crazy!!! Are you nuts!!!
Person1: Nick... NICK!!! It's the only chance we've got!",1,,
85518930,"Person1: Do you still insist that this was your idea and your idea alone?
Person2: Yes... sir.
Person1: What is this ""Dead Potts Society""?  I want names.
Person2: It's only me, Mr. Nolan.  I swear. I made it up.
Person1: If I find that there are others, Mr. Dalton, they will be expelled and you will remain enrolled.  Stand up.",1,,
85518931,"Person1: It's an outcall service run out of an apartment.  I don't meet the other girls.  Aren't you gonna get undressed?
Person2: Where is escort service?
Person1: That's confidential.  Could you put the money on the dresser?
Person2: I like to talk to the person who runs the service.  Can you give me address?
Person1: Look.  Do we have a problem here? There's no reason to have a problem. I'm gonna make you feel real good.  You wanna Czech girl? After I'm done with you, you won't miss her.  Now why don't you pay me?",1,,
85518932,"Person1: I'm not hungry.
Person2: Well it's fixed, so you'll have to eat it.",0,,
85518933,"Person1: You have to understand. This was a big shock, for all of us. One minute you're our little boy, of whom we could not be more proud. The next minute you're the owner of this whole pornographic empire.
Person2: But that doesn't make you the boss of everything, son.
Person1: Don't you see how your self involvement and lack of humility are affecting the whole family?",1,Accusation,
85518934,"Person1: Answer me somethin'. What happened at the Copa with Salvy when I was out of town?
Person2: When?
Person1: You know, when you gave him a beatin'.
Person2: Nothin'. Salvy was out of line. He was drunk or somethin', I dunno. Anyway, the windup was I gave him a beatin'. Tommy called me down, and we straightened it out. It's all forgotten about.
Person1: Why didn't you tell me about it?
Person2: It didn't have nothin' to do with you.
Person1: Didn't it have nothin' to do with me?
Person2: No, I just told you what happened.
Person1: Who did it have anything to do with... Vickie?
Person2: Jack, no. I just explained the whole thing to you. It was just between me and Salvy, if it had anything to do with you and Vickie, I woulda told you about it.
Person1: Well, I heard some things.",1,Rationalization,Over-intellectualization
85518935,"Person1: My money's in that office, right?
Person2: Uh-huh.
Person1: She starts giving me some nonsense about it ain't there. It's somewhere else and we can go get it.  I'm shootin' you in the head right then and there. Then I'm gonna shoot her in the kneecap, find out where my godamn money is. I go walkin' in there and that nigga Winston or anybody else is in there, you're the first man shot, understand what I'm sayin'?
Person2: Yeah.
Person1: Now, is there anything you want to tell me before we get out of this car?
Person2: No.
Person1: You sure?
Person2: Yes.
Person1: You better be, buddy.",1,Intimidation,Dependency
85518936,"Person1: Anyway, uh... my point is you're young. A kid really, your whole life ahead of you. But it's not too soon to start thinking... to start making opportunities for yourself. Before it all washes away.
Person2: Well, sure, I guess. Pop says so too. I work pretty hard at school.
Person1: That's swell. However, the music, if you want to pursue it, well, the lessons from Mrs Swan, they'll only take you so far. There's this guy in San Francisco, I've made inquiries, everybody says he's the best. Trained lots of people who've gone on to have big concert careers, symphony orchestras, the works. His name is Jacques Carcanogues. I'm not sure I'm pronouncing it right. Anyway, he's a Frenchman.
Person2: Boy.
Person1: You've got talent, anyone could see that. And he's the best. If he thinks a student has talent, he'll take 'em on for next to nothing. You're a cinch to be accepted, I could cover the cost of the lessons, like I said, it's pretty modest--
Person2: Oh, Mr Crane--
Person1: I have to do it. I can't stand by and watch more things go down the drain. You're young, you don't understand.
Person2: Geez, Mr Crane, I don't know. I hadn't really thought about a career or stuff.
Person1: I know you haven't. Look, just go meet him as a favor to me. I talked to this guy. Hope I pronounced his name right. He sounded very busy, but he's not a bad egg; he loosened up a little when I told him how talented you are. He agreed to see you this Saturday. He said maybe you were a diamond in the rough. His words.
Person2: Geez, Mr Crane.
Person1: Just see him, as a favor to me.",1,Persuasion or Seduction,
